protein_id,outcome_id,outcome_type,outcome_name,evidence,source
FLT3 - fms related receptor tyrosine kinase 3 (human),"Sinus Arrest, Cardiac",Disease,"Sinus Arrest, Cardiac",MESH:D054138,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Skin Neoplasms,Disease,Skin Neoplasms,MESH:D012878,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Small Cell Lung Carcinoma,Disease,Small Cell Lung Carcinoma,MESH:D055752,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Squamous Cell Carcinoma of Head and Neck,Disease,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Stomach Neoplasms,Disease,Stomach Neoplasms,MESH:D013274,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Testicular Germ Cell Tumor,Disease,Testicular Germ Cell Tumor,MESH:C563236,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Testicular Neoplasms,Disease,Testicular Neoplasms,MESH:D013736,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),"Thyroid cancer, follicular",Disease,"Thyroid cancer, follicular",MESH:C572845,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Thyroid Diseases,Disease,Thyroid Diseases,MESH:D013959,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Thyroid Dysgenesis,Disease,Thyroid Dysgenesis,MESH:D050033,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),"Thyroid Hormone Metabolism, Abnormal",Disease,"Thyroid Hormone Metabolism, Abnormal",MESH:C566454,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Thyroid Neoplasms,Disease,Thyroid Neoplasms,MESH:D013964,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Tongue Neoplasms,Disease,Tongue Neoplasms,MESH:D014062,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Tracheal Neoplasms,Disease,Tracheal Neoplasms,MESH:D014134,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Triple Negative Breast Neoplasms,Disease,Triple Negative Breast Neoplasms,MESH:D064726,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Ureteral Neoplasms,Disease,Ureteral Neoplasms,MESH:D014516,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Urethral Neoplasms,Disease,Urethral Neoplasms,MESH:D014523,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Urinary Bladder Neoplasms,Disease,Urinary Bladder Neoplasms,MESH:D001749,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Urogenital Neoplasms,Disease,Urogenital Neoplasms,MESH:D014565,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Urologic Neoplasms,Disease,Urologic Neoplasms,MESH:D014571,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Uterine Cervical Neoplasms,Disease,Uterine Cervical Neoplasms,MESH:D002583,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Uterine Neoplasms,Disease,Uterine Neoplasms,MESH:D014594,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Uveal Neoplasms,Disease,Uveal Neoplasms,MESH:D014604,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Vaginal Neoplasms,Disease,Vaginal Neoplasms,MESH:D014625,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Vascular Calcification,Disease,Vascular Calcification,MESH:D061205,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Vascular Diseases,Disease,Vascular Diseases,MESH:D014652,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Vascular Malformations,Disease,Vascular Malformations,MESH:D054079,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Vascular Remodeling,Disease,Vascular Remodeling,MESH:D066253,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Vascular System Injuries,Disease,Vascular System Injuries,MESH:D057772,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),Wilms Tumor,Disease,Wilms Tumor,MESH:D009396,CTD
Tyrosine-protein kinase JAK2 (human),"Acidosis, Renal Tubular",Disease,"Acidosis, Renal Tubular",MESH:D000141,CTD
Tyrosine-protein kinase JAK2 (human),Acute Lung Injury,Disease,Acute Lung Injury,MESH:D055371,CTD
Tyrosine-protein kinase JAK2 (human),Adenocarcinoma,Disease,Adenocarcinoma,MESH:D000230,CTD
Tyrosine-protein kinase JAK2 (human),"Adenocarcinoma, Bronchiolo-Alveolar",Disease,"Adenocarcinoma, Bronchiolo-Alveolar",MESH:D002282,CTD
Tyrosine-protein kinase JAK2 (human),"Adenocarcinoma, Clear Cell",Disease,"Adenocarcinoma, Clear Cell",MESH:D018262,CTD
Tyrosine-protein kinase JAK2 (human),"Adenocarcinoma, Mucinous",Disease,"Adenocarcinoma, Mucinous",MESH:D002288,CTD
Tyrosine-protein kinase JAK2 (human),Adenocarcinoma of Lung,Disease,Adenocarcinoma of Lung,MESH:D000077192,CTD
Tyrosine-protein kinase JAK2 (human),Adrenal Cortex Diseases,Disease,Adrenal Cortex Diseases,MESH:D000303,CTD
Tyrosine-protein kinase JAK2 (human),Adrenal Cortex Neoplasms,Disease,Adrenal Cortex Neoplasms,MESH:D000306,CTD
Tyrosine-protein kinase JAK2 (human),Adrenal Gland Diseases,Disease,Adrenal Gland Diseases,MESH:D000307,CTD
Tyrosine-protein kinase JAK2 (human),Adrenal Gland Neoplasms,Disease,Adrenal Gland Neoplasms,MESH:D000310,CTD
Tyrosine-protein kinase JAK2 (human),"Adrenal Hyperplasia, Congenital",Disease,"Adrenal Hyperplasia, Congenital",MESH:D000312,CTD
Tyrosine-protein kinase JAK2 (human),Adrenal Insufficiency,Disease,Adrenal Insufficiency,MESH:D000309,CTD
Tyrosine-protein kinase JAK2 (human),Adrenocortical Carcinoma,Disease,Adrenocortical Carcinoma,MESH:D018268,CTD
Tyrosine-protein kinase JAK2 (human),Anemia,Disease,Anemia,MESH:D000740,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Aplastic",Disease,"Anemia, Aplastic",MESH:D000741,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Hemolytic",Disease,"Anemia, Hemolytic",MESH:D000743,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Hemolytic, Autoimmune",Disease,"Anemia, Hemolytic, Autoimmune",MESH:D000744,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Hypochromic",Disease,"Anemia, Hypochromic",MESH:D000747,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Iron-Deficiency",Disease,"Anemia, Iron-Deficiency",MESH:D018798,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Macrocytic",Disease,"Anemia, Macrocytic",MESH:D000748,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Megaloblastic",Disease,"Anemia, Megaloblastic",MESH:D000749,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Refractory, with Excess of Blasts",Disease,"Anemia, Refractory, with Excess of Blasts",MESH:D000754,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Sickle Cell",Disease,"Anemia, Sickle Cell",MESH:D000755,CTD
Tyrosine-protein kinase JAK2 (human),"Anemia, Sideroblastic",Disease,"Anemia, Sideroblastic",MESH:D000756,CTD
Tyrosine-protein kinase JAK2 (human),Anus Neoplasms,Disease,Anus Neoplasms,MESH:D001005,CTD
Tyrosine-protein kinase JAK2 (human),"Arrhythmias, Cardiac",Disease,"Arrhythmias, Cardiac",MESH:D001145,CTD
Tyrosine-protein kinase JAK2 (human),Autoimmune Diseases,Disease,Autoimmune Diseases,MESH:D001327,CTD
Tyrosine-protein kinase JAK2 (human),Basal Cell Carcinoma,Disease,Basal Cell Carcinoma,MESH:D002280,CTD
Tyrosine-protein kinase JAK2 (human),Basal Ganglia Cerebrovascular Disease,Disease,Basal Ganglia Cerebrovascular Disease,MESH:D020144,CTD
Tyrosine-protein kinase JAK2 (human),Bone Marrow Neoplasms,Disease,Bone Marrow Neoplasms,MESH:D019046,CTD
Tyrosine-protein kinase JAK2 (human),Bone Neoplasms,Disease,Bone Neoplasms,MESH:D001859,CTD
Tyrosine-protein kinase JAK2 (human),Brachydactyly with hypertension,Disease,Brachydactyly with hypertension,MESH:C537095,CTD
Tyrosine-protein kinase JAK2 (human),Brain Neoplasms,Disease,Brain Neoplasms,MESH:D001932,CTD
Tyrosine-protein kinase JAK2 (human),Breast Neoplasms,Disease,Breast Neoplasms,MESH:D001943,CTD
Tyrosine-protein kinase JAK2 (human),"Breast Neoplasms, Male",Disease,"Breast Neoplasms, Male",MESH:D018567,CTD
Tyrosine-protein kinase JAK2 (human),Bronchial Neoplasms,Disease,Bronchial Neoplasms,MESH:D001984,CTD
Tyrosine-protein kinase JAK2 (human),Burkitt Lymphoma,Disease,Burkitt Lymphoma,MESH:D002051,CTD
Tyrosine-protein kinase JAK2 (human),Carcinoid Tumor,Disease,Carcinoid Tumor,MESH:D002276,CTD
Tyrosine-protein kinase JAK2 (human),Carcinoma,Disease,Carcinoma,MESH:D002277,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Adenosquamous",Disease,"Carcinoma, Adenosquamous",MESH:D018196,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Bronchogenic",Disease,"Carcinoma, Bronchogenic",MESH:D002283,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Ductal",Disease,"Carcinoma, Ductal",MESH:D044584,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Ductal, Breast",Disease,"Carcinoma, Ductal, Breast",MESH:D018270,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Ehrlich Tumor",Disease,"Carcinoma, Ehrlich Tumor",MESH:D002286,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Embryonal",Disease,"Carcinoma, Embryonal",MESH:D018236,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Endometrioid",Disease,"Carcinoma, Endometrioid",MESH:D018269,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Hepatocellular",Disease,"Carcinoma, Hepatocellular",MESH:D006528,CTD
Tyrosine-protein kinase JAK2 (human),Carcinoma in Situ,Disease,Carcinoma in Situ,MESH:D002278,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Islet Cell",Disease,"Carcinoma, Islet Cell",MESH:D018273,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Large Cell",Disease,"Carcinoma, Large Cell",MESH:D018287,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Lewis Lung",Disease,"Carcinoma, Lewis Lung",MESH:D018827,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Lobular",Disease,"Carcinoma, Lobular",MESH:D018275,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Merkel Cell",Disease,"Carcinoma, Merkel Cell",MESH:D015266,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Non-Small-Cell Lung",Disease,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Ovarian Epithelial",Disease,"Carcinoma, Ovarian Epithelial",MESH:D000077216,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Pancreatic Ductal",Disease,"Carcinoma, Pancreatic Ductal",MESH:D021441,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Papillary",Disease,"Carcinoma, Papillary",MESH:D002291,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Renal Cell",Disease,"Carcinoma, Renal Cell",MESH:D002292,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Small Cell",Disease,"Carcinoma, Small Cell",MESH:D018288,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Squamous Cell",Disease,"Carcinoma, Squamous Cell",MESH:D002294,CTD
Tyrosine-protein kinase JAK2 (human),"Carcinoma, Transitional Cell",Disease,"Carcinoma, Transitional Cell",MESH:D002295,CTD
Tyrosine-protein kinase JAK2 (human),"Cardiac Complexes, Premature",Disease,"Cardiac Complexes, Premature",MESH:D005117,CTD
Tyrosine-protein kinase JAK2 (human),Cardiac Conduction System Disease,Disease,Cardiac Conduction System Disease,MESH:D000075224,CTD
Tyrosine-protein kinase JAK2 (human),"Cardiac Output, High",Disease,"Cardiac Output, High",MESH:D016534,CTD
Tyrosine-protein kinase JAK2 (human),"Cardiac Output, Low",Disease,"Cardiac Output, Low",MESH:D002303,CTD
Tyrosine-protein kinase JAK2 (human),Cardiac Tamponade,Disease,Cardiac Tamponade,MESH:D002305,CTD
Tyrosine-protein kinase JAK2 (human),Cardiovascular Abnormalities,Disease,Cardiovascular Abnormalities,MESH:D018376,CTD
Tyrosine-protein kinase JAK2 (human),Cardiovascular Diseases,Disease,Cardiovascular Diseases,MESH:D002318,CTD
Tyrosine-protein kinase JAK2 (human),Central Nervous System Neoplasms,Disease,Central Nervous System Neoplasms,MESH:D016543,CTD
Tyrosine-protein kinase JAK2 (human),Cerebrovascular Disorders,Disease,Cerebrovascular Disorders,MESH:D002561,CTD
Tyrosine-protein kinase JAK2 (human),Cholangiocarcinoma,Disease,Cholangiocarcinoma,MESH:D018281,CTD
Tyrosine-protein kinase JAK2 (human),"Cholestasis, Extrahepatic",Disease,"Cholestasis, Extrahepatic",MESH:D001651,CTD
Tyrosine-protein kinase JAK2 (human),"Cholestasis, Intrahepatic",Disease,"Cholestasis, Intrahepatic",MESH:D002780,CTD
Tyrosine-protein kinase JAK2 (human),"Cholestasis, progressive familial intrahepatic 3",Disease,"Cholestasis, progressive familial intrahepatic 3",MESH:C535935,CTD
Tyrosine-protein kinase JAK2 (human),Choriocarcinoma,Disease,Choriocarcinoma,MESH:D002822,CTD
Tyrosine-protein kinase JAK2 (human),Choroidal Neovascularization,Disease,Choroidal Neovascularization,MESH:D020256,CTD
Tyrosine-protein kinase JAK2 (human),Clear-cell metastatic renal cell carcinoma,Disease,Clear-cell metastatic renal cell carcinoma,MESH:C538445,CTD
Tyrosine-protein kinase JAK2 (human),Colitis-Associated Neoplasms,Disease,Colitis-Associated Neoplasms,MESH:D000083023,CTD
Tyrosine-protein kinase JAK2 (human),Colonic Neoplasms,Disease,Colonic Neoplasms,MESH:D003110,CTD
Tyrosine-protein kinase JAK2 (human),Colorectal Neoplasms,Disease,Colorectal Neoplasms,MESH:D015179,CTD
Tyrosine-protein kinase JAK2 (human),Congenital Hypothyroidism,Disease,Congenital Hypothyroidism,MESH:D003409,CTD
Tyrosine-protein kinase JAK2 (human),Conotruncal cardiac defects,Disease,Conotruncal cardiac defects,MESH:C535464,CTD
Tyrosine-protein kinase JAK2 (human),Corneal Neovascularization,Disease,Corneal Neovascularization,MESH:D016510,CTD
Tyrosine-protein kinase JAK2 (human),Cystadenocarcinoma,Disease,Cystadenocarcinoma,MESH:D003536,CTD
Tyrosine-protein kinase JAK2 (human),"Death, Sudden, Cardiac",Disease,"Death, Sudden, Cardiac",MESH:D016757,CTD
Tyrosine-protein kinase JAK2 (human),"Dementia, Vascular",Disease,"Dementia, Vascular",MESH:D015140,CTD
Tyrosine-protein kinase JAK2 (human),Desmoid Tumors,Disease,Desmoid Tumors,MESH:D018222,CTD
Tyrosine-protein kinase JAK2 (human),Desmoplastic Small Round Cell Tumor,Disease,Desmoplastic Small Round Cell Tumor,MESH:D058405,CTD
Tyrosine-protein kinase JAK2 (human),Disseminated Intravascular Coagulation,Disease,Disseminated Intravascular Coagulation,MESH:D004211,CTD
Tyrosine-protein kinase JAK2 (human),"Edema, Cardiac",Disease,"Edema, Cardiac",MESH:D004489,CTD
Tyrosine-protein kinase JAK2 (human),"Encephalomyelitis, Autoimmune, Experimental",Disease,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681,CTD
Tyrosine-protein kinase JAK2 (human),Endocrine Gland Neoplasms,Disease,Endocrine Gland Neoplasms,MESH:D004701,CTD
Tyrosine-protein kinase JAK2 (human),Endometrial Neoplasms,Disease,Endometrial Neoplasms,MESH:D016889,CTD
Tyrosine-protein kinase JAK2 (human),Esophageal Neoplasms,Disease,Esophageal Neoplasms,MESH:D004938,CTD
Tyrosine-protein kinase JAK2 (human),Esophageal Squamous Cell Carcinoma,Disease,Esophageal Squamous Cell Carcinoma,MESH:D000077277,CTD
Tyrosine-protein kinase JAK2 (human),Essential Hypertension,Disease,Essential Hypertension,MESH:D000075222,CTD
Tyrosine-protein kinase JAK2 (human),Euthyroid Sick Syndromes,Disease,Euthyroid Sick Syndromes,MESH:D005067,CTD
Tyrosine-protein kinase JAK2 (human),Fallopian Tube Neoplasms,Disease,Fallopian Tube Neoplasms,MESH:D005185,CTD
Tyrosine-protein kinase JAK2 (human),Familial primary gastric lymphoma,Disease,Familial primary gastric lymphoma,MESH:C535648,CTD
Tyrosine-protein kinase JAK2 (human),Fanconi Anemia,Disease,Fanconi Anemia,MESH:D005199,CTD
Tyrosine-protein kinase JAK2 (human),Gallbladder Neoplasms,Disease,Gallbladder Neoplasms,MESH:D005706,CTD
Tyrosine-protein kinase JAK2 (human),Gastrointestinal Neoplasms,Disease,Gastrointestinal Neoplasms,MESH:D005770,CTD
Tyrosine-protein kinase JAK2 (human),Gastrointestinal Stromal Tumors,Disease,Gastrointestinal Stromal Tumors,MESH:D046152,CTD
Tyrosine-protein kinase JAK2 (human),"Genital Neoplasms, Female",Disease,"Genital Neoplasms, Female",MESH:D005833,CTD
Tyrosine-protein kinase JAK2 (human),"Genital Neoplasms, Male",Disease,"Genital Neoplasms, Male",MESH:D005834,CTD
Tyrosine-protein kinase JAK2 (human),Giant Cell Tumor of Bone,Disease,Giant Cell Tumor of Bone,MESH:D018212,CTD
Tyrosine-protein kinase JAK2 (human),"Glycosuria, Renal",Disease,"Glycosuria, Renal",MESH:D006030,CTD
Tyrosine-protein kinase JAK2 (human),Granulosa cell tumor of the ovary,Disease,Granulosa cell tumor of the ovary,MESH:C537296,CTD
Tyrosine-protein kinase JAK2 (human),Head and Neck Neoplasms,Disease,Head and Neck Neoplasms,MESH:D006258,CTD
Tyrosine-protein kinase JAK2 (human),Hematologic Neoplasms,Disease,Hematologic Neoplasms,MESH:D019337,CTD
Tyrosine-protein kinase JAK2 (human),Hepatic Encephalopathy,Disease,Hepatic Encephalopathy,MESH:D006501,CTD
Tyrosine-protein kinase JAK2 (human),Hepatic Insufficiency,Disease,Hepatic Insufficiency,MESH:D048550,CTD
Tyrosine-protein kinase JAK2 (human),Hepatic Veno-Occlusive Disease,Disease,Hepatic Veno-Occlusive Disease,MESH:D006504,CTD
Tyrosine-protein kinase JAK2 (human),"Hepatitis, Autoimmune",Disease,"Hepatitis, Autoimmune",MESH:D019693,CTD
Tyrosine-protein kinase JAK2 (human),Hypertension,Disease,Hypertension,MESH:D006973,CTD
Tyrosine-protein kinase JAK2 (human),"Hypertension, Malignant",Disease,"Hypertension, Malignant",MESH:D006974,CTD
Tyrosine-protein kinase JAK2 (human),"Hypertension, Portal",Disease,"Hypertension, Portal",MESH:D006975,CTD
Tyrosine-protein kinase JAK2 (human),"Hypertension, Pregnancy-Induced",Disease,"Hypertension, Pregnancy-Induced",MESH:D046110,CTD
Tyrosine-protein kinase JAK2 (human),"Hypertension, Pulmonary",Disease,"Hypertension, Pulmonary",MESH:D006976,CTD
Tyrosine-protein kinase JAK2 (human),"Hypertension, Renal",Disease,"Hypertension, Renal",MESH:D006977,CTD
Tyrosine-protein kinase JAK2 (human),"Hypertension, Renovascular",Disease,"Hypertension, Renovascular",MESH:D006978,CTD
Tyrosine-protein kinase JAK2 (human),Hyperthyroidism,Disease,Hyperthyroidism,MESH:D006980,CTD
Tyrosine-protein kinase JAK2 (human),"Hypomagnesemia 2, renal",Disease,"Hypomagnesemia 2, renal",MESH:C537152,CTD
Tyrosine-protein kinase JAK2 (human),Hypothyroidism,Disease,Hypothyroidism,MESH:D007037,CTD
Tyrosine-protein kinase JAK2 (human),Idiopathic intracranial hypertension with papilledema,Disease,Idiopathic intracranial hypertension with papilledema,MESH:C531795,CTD
Tyrosine-protein kinase JAK2 (human),Immune Complex Diseases,Disease,Immune Complex Diseases,MESH:D007105,CTD
Tyrosine-protein kinase JAK2 (human),IMMUNE SUPPRESSION,Disease,IMMUNE SUPPRESSION,OMIM:146850,CTD
Tyrosine-protein kinase JAK2 (human),Immune System Diseases,Disease,Immune System Diseases,MESH:D007154,CTD
Tyrosine-protein kinase JAK2 (human),Inflammatory Breast Neoplasms,Disease,Inflammatory Breast Neoplasms,MESH:D058922,CTD
Tyrosine-protein kinase JAK2 (human),Intestinal Neoplasms,Disease,Intestinal Neoplasms,MESH:D007414,CTD
Tyrosine-protein kinase JAK2 (human),Intracranial Hypertension,Disease,Intracranial Hypertension,MESH:D019586,CTD
Tyrosine-protein kinase JAK2 (human),Kidney Neoplasms,Disease,Kidney Neoplasms,MESH:D007680,CTD
Tyrosine-protein kinase JAK2 (human),Laryngeal Neoplasms,Disease,Laryngeal Neoplasms,MESH:D007822,CTD
Tyrosine-protein kinase JAK2 (human),Leukemia,Disease,Leukemia,marker/mechanism;MESH:D007938,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Erythroblastic, Acute",Disease,"Leukemia, Erythroblastic, Acute",MESH:D004915,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Experimental",Disease,"Leukemia, Experimental",MESH:D007942,CTD
Tyrosine-protein kinase JAK2 (human),Leukemia L1210,Disease,Leukemia L1210,MESH:D007939,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Large Granular Lymphocytic",Disease,"Leukemia, Large Granular Lymphocytic",MESH:D054066,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Lymphocytic, Chronic, B-Cell",Disease,"Leukemia, Lymphocytic, Chronic, B-Cell",MESH:D015451,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Lymphoid",Disease,"Leukemia, Lymphoid",MESH:D007945,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia-Lymphoma, Adult T-Cell",Disease,"Leukemia-Lymphoma, Adult T-Cell",MESH:D015459,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Monocytic, Acute",Disease,"Leukemia, Monocytic, Acute",MESH:D007948,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Disease,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Myeloid",Disease,"Leukemia, Myeloid",MESH:D007951,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Myeloid, Acute",Disease,"Leukemia, Myeloid, Acute",marker/mechanism;MESH:D015470,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Myelomonocytic, Acute",Disease,"Leukemia, Myelomonocytic, Acute",MESH:D015479,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Myelomonocytic, Chronic",Disease,"Leukemia, Myelomonocytic, Chronic",MESH:D015477,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Plasma Cell",Disease,"Leukemia, Plasma Cell",MESH:D007952,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, Promyelocytic, Acute",Disease,"Leukemia, Promyelocytic, Acute",MESH:D015473,CTD
Tyrosine-protein kinase JAK2 (human),"Leukemia, T-Cell",Disease,"Leukemia, T-Cell",MESH:D015458,CTD
Tyrosine-protein kinase JAK2 (human),Leydig Cell Tumor,Disease,Leydig Cell Tumor,MESH:D007984,CTD
Tyrosine-protein kinase JAK2 (human),Liver Neoplasms,Disease,Liver Neoplasms,MESH:D008113,CTD
Tyrosine-protein kinase JAK2 (human),"Liver Neoplasms, Experimental",Disease,"Liver Neoplasms, Experimental",marker/mechanism;MESH:D008114,CTD
Tyrosine-protein kinase JAK2 (human),Lung agenesis,Disease,Lung agenesis,MESH:C562992,CTD
Tyrosine-protein kinase JAK2 (human),Lung Diseases,Disease,Lung Diseases,MESH:D008171,CTD
Tyrosine-protein kinase JAK2 (human),"Lung Diseases, Interstitial",Disease,"Lung Diseases, Interstitial",MESH:D017563,CTD
Tyrosine-protein kinase JAK2 (human),"Lung Diseases, Obstructive",Disease,"Lung Diseases, Obstructive",MESH:D008173,CTD
Tyrosine-protein kinase JAK2 (human),"Lung Diseases, Parasitic",Disease,"Lung Diseases, Parasitic",MESH:D008174,CTD
Tyrosine-protein kinase JAK2 (human),Lung Injury,Disease,Lung Injury,MESH:D055370,CTD
Tyrosine-protein kinase JAK2 (human),Lung Neoplasms,Disease,Lung Neoplasms,MESH:D008175,CTD
Tyrosine-protein kinase JAK2 (human),Lymphatic Metastasis,Disease,Lymphatic Metastasis,MESH:D008207,CTD
Tyrosine-protein kinase JAK2 (human),Lymphoma,Disease,Lymphoma,MESH:D008223,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, AIDS-Related",Disease,"Lymphoma, AIDS-Related",MESH:D016483,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, B-Cell",Disease,"Lymphoma, B-Cell",MESH:D016393,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, Extranodal NK-T-Cell",Disease,"Lymphoma, Extranodal NK-T-Cell",MESH:D054391,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, Follicular",Disease,"Lymphoma, Follicular",MESH:D008224,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, Large B-Cell, Diffuse",Disease,"Lymphoma, Large B-Cell, Diffuse",MESH:D016403,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, Mantle-Cell",Disease,"Lymphoma, Mantle-Cell",MESH:D020522,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, Non-Hodgkin",Disease,"Lymphoma, Non-Hodgkin",MESH:D008228,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, T-Cell",Disease,"Lymphoma, T-Cell",MESH:D016399,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, T-Cell, Cutaneous",Disease,"Lymphoma, T-Cell, Cutaneous",MESH:D016410,CTD
Tyrosine-protein kinase JAK2 (human),"Lymphoma, T-Cell, Peripheral",Disease,"Lymphoma, T-Cell, Peripheral",MESH:D016411,CTD
Tyrosine-protein kinase JAK2 (human),Male Germ Cell Tumor,Disease,Male Germ Cell Tumor,MESH:C564777,CTD
Tyrosine-protein kinase JAK2 (human),"Mammary Neoplasms, Animal",Disease,"Mammary Neoplasms, Animal",MESH:D015674,CTD
Tyrosine-protein kinase JAK2 (human),"Mammary Neoplasms, Experimental",Disease,"Mammary Neoplasms, Experimental",MESH:D008325,CTD
Tyrosine-protein kinase JAK2 (human),Massive Hepatic Necrosis,Disease,Massive Hepatic Necrosis,MESH:D047508,CTD
Tyrosine-protein kinase JAK2 (human),Maxillary Sinus Neoplasms,Disease,Maxillary Sinus Neoplasms,MESH:D008444,CTD
Tyrosine-protein kinase JAK2 (human),Meningeal Carcinomatosis,Disease,Meningeal Carcinomatosis,MESH:D055756,CTD
Tyrosine-protein kinase JAK2 (human),Mesenteric Vascular Occlusion,Disease,Mesenteric Vascular Occlusion,marker/mechanism;MESH:D008641,CTD
Tyrosine-protein kinase JAK2 (human),"Mixed Tumor, Mullerian",Disease,"Mixed Tumor, Mullerian",MESH:D018200,CTD
Tyrosine-protein kinase JAK2 (human),Mouth Neoplasms,Disease,Mouth Neoplasms,MESH:D009062,CTD
Tyrosine-protein kinase JAK2 (human),Nasopharyngeal Carcinoma,Disease,Nasopharyngeal Carcinoma,MESH:D000077274,CTD
Tyrosine-protein kinase JAK2 (human),Nasopharyngeal Neoplasms,Disease,Nasopharyngeal Neoplasms,MESH:D009303,CTD
