source,relation,target,value,unit,metadata,source_file
Pralsetinib,co_occurs_with_gene,adam metallopeptidase domain 15,Co-occurrence,Text Mining,PubChem Neighbor,C:/Users/suchi/dsc180/DSC180B-B23-Knowledge-Graph-and-Biomedical-Ontology/data/Chemical_Gene-Co-Occurrences-in-Literature_CID_129073603.json
RET - ret proto-oncogene (human),involved_in,GO:0007169,,,cell surface receptor protein tyrosine kinase signaling pathway,GO
RET - ret proto-oncogene (human),involved_in,GO:0007411,,,axon guidance,GO
FLT3 - fms related receptor tyrosine kinase 3 (human),involved_in,GO:0007169,,,cell surface receptor protein tyrosine kinase signaling pathway,GO
Proto-oncogene tyrosine-protein kinase receptor Ret (human),involved_in,GO:0007411,,,axon guidance,GO
Proto-oncogene tyrosine-protein kinase receptor Ret (human),involved_in,GO:0007169,,,cell surface receptor protein tyrosine kinase signaling pathway,GO
Proto-oncogene tyrosine-protein kinase receptor Ret (human),involved_in,GO:0071300,,,cellular response to retinoic acid,GO
RET - ret proto-oncogene (human),involved_in,GO:0071300,,,cellular response to retinoic acid,GO
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Acute Lung Injury,,,MESH:D055371,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Adenocarcinoma,,,MESH:D000230,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Adenocarcinoma, Bronchiolo-Alveolar",,,MESH:D002282,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Adenocarcinoma of Lung,,,MESH:D000077192,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Adrenal Cortex Diseases,,,MESH:D000303,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Adrenal Gland Diseases,,,MESH:D000307,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Adrenal Gland Neoplasms,,,MESH:D000310,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Adrenocortical Carcinoma,,,MESH:D018268,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Anemia,,,MESH:D000740,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Aplastic",,,MESH:D000741,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Hemolytic",,,MESH:D000743,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Hemolytic, Autoimmune",,,MESH:D000744,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Hypochromic",,,MESH:D000747,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Iron-Deficiency",,,MESH:D018798,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Macrocytic",,,MESH:D000748,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Megaloblastic",,,MESH:D000749,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Sickle Cell",,,MESH:D000755,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Anemia, Sideroblastic",,,MESH:D000756,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Anus Neoplasms,,,MESH:D001005,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Arrhythmias, Cardiac",,,MESH:D001145,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Autoimmune Diseases,,,MESH:D001327,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Basal Cell Carcinoma,,,MESH:D002280,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Bone Marrow Neoplasms,,,MESH:D019046,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Bone Neoplasms,,,MESH:D001859,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Brain Neoplasms,,,MESH:D001932,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Breast Neoplasms,,,MESH:D001943,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Bronchial Neoplasms,,,MESH:D001984,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Burkitt Lymphoma,,,MESH:D002051,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Carcinoid Tumor,,,MESH:D002276,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Carcinoma,,,MESH:D002277,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Adenosquamous",,,MESH:D018196,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Bronchogenic",,,MESH:D002283,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Ductal, Breast",,,MESH:D018270,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Ehrlich Tumor",,,MESH:D002286,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Embryonal",,,MESH:D018236,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Endometrioid",,,MESH:D018269,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Hepatocellular",,,MESH:D006528,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Carcinoma in Situ,,,MESH:D002278,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Large Cell",,,MESH:D018287,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Lewis Lung",,,MESH:D018827,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Merkel Cell",,,MESH:D015266,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Non-Small-Cell Lung",,,MESH:D002289,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Ovarian Epithelial",,,MESH:D000077216,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Pancreatic Ductal",,,MESH:D021441,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Papillary",,,MESH:D002291,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Renal Cell",,,MESH:D002292,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Signet Ring Cell",,,MESH:D018279,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Small Cell",,,MESH:D018288,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Squamous Cell",,,MESH:D002294,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Carcinoma, Transitional Cell",,,MESH:D002295,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Cardiac Conduction System Disease,,,MESH:D000075224,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Cardiac Output, High",,,MESH:D016534,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Cardiac Output, Low",,,MESH:D002303,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Cardio-Renal Syndrome,,,MESH:D059347,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Cardiovascular Abnormalities,,,MESH:D018376,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Cardiovascular Diseases,,,MESH:D002318,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Central Nervous System Neoplasms,,,MESH:D016543,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Cerebrovascular Disorders,,,MESH:D002561,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Cholangiocarcinoma,,,MESH:D018281,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Cholestasis, Intrahepatic",,,MESH:D002780,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Choriocarcinoma,,,MESH:D002822,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Clear-cell metastatic renal cell carcinoma,,,MESH:C538445,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Colonic Neoplasms,,,MESH:D003110,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Colorectal Neoplasms,,,MESH:D015179,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Congenital Hypothyroidism,,,MESH:D003409,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Conotruncal cardiac defects,,,MESH:C535464,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Death, Sudden, Cardiac",,,MESH:D016757,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Dementia, Vascular",,,MESH:D015140,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Desmoid Tumors,,,MESH:D018222,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Desmoplastic Small Round Cell Tumor,,,MESH:D058405,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Diabetes Mellitus, Congenital Autoimmune",,,MESH:C565730,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Disseminated Intravascular Coagulation,,,MESH:D004211,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Edema, Cardiac",,,MESH:D004489,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Encephalomyelitis, Autoimmune, Experimental",,,MESH:D004681,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Endometrial Neoplasms,,,MESH:D016889,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Esophageal Neoplasms,,,MESH:D004938,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Esophageal Squamous Cell Carcinoma,,,MESH:D000077277,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Euthyroid Sick Syndromes,,,MESH:D005067,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Fallopian Tube Neoplasms,,,MESH:D005185,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Familial primary gastric lymphoma,,,MESH:C535648,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Gallbladder Neoplasms,,,MESH:D005706,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Gastrointestinal Neoplasms,,,MESH:D005770,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Genital Neoplasms, Female",,,MESH:D005833,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Glycosuria, Renal",,,MESH:D006030,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Granulosa cell tumor of the ovary,,,MESH:C537296,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Head and Neck Neoplasms,,,MESH:D006258,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hematologic Neoplasms,,,MESH:D019337,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hepatic Encephalopathy,,,MESH:D006501,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hepatic Insufficiency,,,MESH:D048550,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hepatic Veno-Occlusive Disease,,,MESH:D006504,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hepatorenal Syndrome,,,MESH:D006530,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hypertension,,,MESH:D006973,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypertension, Malignant",,,MESH:D006974,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypertension, Portal",,,MESH:D006975,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypertension, Pregnancy-Induced",,,MESH:D046110,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypertension, Pulmonary",,,MESH:D006976,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypertension, Renal",,,MESH:D006977,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypertension, Renovascular",,,MESH:D006978,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hyperthyroidism,,,MESH:D006980,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypomagnesemia 2, renal",,,MESH:C537152,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hypopharyngeal Neoplasms,,,MESH:D007012,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Hypothyroidism,,,MESH:D007037,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Hypothyroidism, Autoimmune",,,MESH:C562768,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Immune Complex Diseases,,,MESH:D007105,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,IMMUNE SUPPRESSION,,,OMIM:146850,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Immune System Diseases,,,MESH:D007154,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Inflammatory Breast Neoplasms,,,MESH:D058922,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Intestinal Neoplasms,,,MESH:D007414,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Intracranial Hypertension,,,MESH:D019586,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Kidney Neoplasms,,,MESH:D007680,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Laryngeal Neoplasms,,,MESH:D007822,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Leukemia,,,MESH:D007938,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Erythroblastic, Acute",,,MESH:D004915,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Experimental",,,MESH:D007942,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Leukemia L1210,,,MESH:D007939,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Lymphocytic, Chronic, B-Cell",,,MESH:D015451,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Lymphoid",,,MESH:D007945,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia-Lymphoma, Adult T-Cell",,,MESH:D015459,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Monocytic, Acute",,,MESH:D007948,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",,,MESH:D015464,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Myeloid",,,MESH:D007951,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Myeloid, Acute",,,MESH:D015470,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Plasma Cell",,,MESH:D007952,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Prolymphocytic, T-Cell",,,MESH:D015461,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Promyelocytic, Acute",,,MESH:D015473,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, Radiation-Induced",,,MESH:D007953,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Leukemia, T-Cell",,,MESH:D015458,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Leydig Cell Tumor,,,MESH:D007984,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Liver Neoplasms,,,MESH:D008113,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Liver Neoplasms, Experimental",,,MESH:D008114,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Lung agenesis,,,MESH:C562992,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Lung Diseases,,,MESH:D008171,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lung Diseases, Interstitial",,,MESH:D017563,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lung Diseases, Obstructive",,,MESH:D008173,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Lung Injury,,,MESH:D055370,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Lung Neoplasms,,,MESH:D008175,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Lymphatic Metastasis,,,MESH:D008207,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Lymphoma,,,MESH:D008223,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, AIDS-Related",,,MESH:D016483,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, B-Cell",,,MESH:D016393,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, Extranodal NK-T-Cell",,,MESH:D054391,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, Follicular",,,MESH:D008224,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, Large B-Cell, Diffuse",,,MESH:D016403,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, Mantle-Cell",,,MESH:D020522,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, Non-Hodgkin",,,MESH:D008228,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, Primary Effusion",,,MESH:D054685,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, T-Cell",,,MESH:D016399,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Lymphoma, T-Cell, Cutaneous",,,MESH:D016410,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Male Germ Cell Tumor,,,MESH:C564777,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Mammary Neoplasms, Animal",,,MESH:D015674,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Mammary Neoplasms, Experimental",,,MESH:D008325,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Massive Hepatic Necrosis,,,MESH:D047508,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Maxillary Sinus Neoplasms,,,MESH:D008444,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Mouth Neoplasms,,,MESH:D009062,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Nasopharyngeal Carcinoma,,,MESH:D000077274,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Nasopharyngeal Neoplasms,,,MESH:D009303,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Neoplasm Invasiveness,,,MESH:D009361,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Neoplasm Metastasis,,,MESH:D009362,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neoplasm Recurrence, Local",,,MESH:D009364,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Neoplasms,,,MESH:D009369,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neoplasms, Bone Tissue",,,MESH:D018213,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neoplasms, Experimental",,,MESH:D009374,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neoplasms, Germ Cell and Embryonal",,,MESH:D009373,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neoplasms, Glandular and Epithelial",,,MESH:D009375,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neoplasms, Mesothelial",,,MESH:D018301,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neovascularization, Pathologic",,,MESH:D009389,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Neuroectodermal Tumors,,,MESH:D017599,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neuroectodermal Tumors, Primitive",,,MESH:D018242,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Neuroectodermal Tumors, Primitive, Peripheral",,,MESH:D018241,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Neutropenia,,,MESH:D009503,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Nonseminomatous germ cell tumor,,,MESH:C537844,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Nose Neoplasms,,,MESH:D009669,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Ocular Hypertension,,,MESH:D009798,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Ovarian Neoplasms,,,MESH:D010051,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Pancreatic cancer, adult",,,MESH:C535836,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Pancreatic Neoplasms,,,MESH:D010190,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Paraganglioma, Extra-Adrenal",,,MESH:D010236,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Paraquat lung,,,MESH:C537171,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Peripheral Vascular Diseases,,,MESH:D016491,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Pharyngeal Neoplasms,,,MESH:D010610,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Phyllodes Tumor,,,MESH:D003557,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Pituitary Neoplasms,,,MESH:D010911,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Pleural Neoplasms,,,MESH:D010997,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Porphyrias, Hepatic",,,MESH:D017094,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Precancerous Conditions,,,MESH:D011230,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D015452,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054198,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054218,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Prostatic Neoplasms,,,MESH:D011471,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Pseudolymphoma,,,MESH:D019310,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Pseudotumor Cerebri,,,MESH:D011559,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Pulmonary Arterial Hypertension,,,MESH:D000081029,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Rectal Neoplasms,,,MESH:D012004,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Renal Artery Obstruction,,,MESH:D012078,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Renal hypouricemia,,,MESH:C537757,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Renal Insufficiency,,,MESH:D051437,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Renal Insufficiency, Chronic",,,MESH:D051436,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Salivary Gland Neoplasms,,,MESH:D012468,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Sigmoid Neoplasms,,,MESH:D012811,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Skin Neoplasms,,,MESH:D012878,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Small Cell Lung Carcinoma,,,MESH:D055752,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Soft Tissue Neoplasms,,,MESH:D012983,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Splenic Neoplasms,,,MESH:D013160,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Squamous Cell Carcinoma of Head and Neck,,,MESH:D000077195,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Stomach Neoplasms,,,MESH:D013274,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Testicular Germ Cell Tumor,,,MESH:C563236,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Testicular Neoplasms,,,MESH:D013736,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Thyroid cancer, follicular",,,MESH:C572845,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Thyroid Cancer, Papillary",,,marker/mechanism;MESH:D000077273,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Thyroid Diseases,,,MESH:D013959,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Thyroid Dysgenesis,,,MESH:D050033,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,"Thyroid Hormone Metabolism, Abnormal",,,MESH:C566454,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Thyroid Neoplasms,,,MESH:D013964,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Tongue Neoplasms,,,MESH:D014062,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Tracheal Neoplasms,,,MESH:D014134,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Triple Negative Breast Neoplasms,,,MESH:D064726,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Tumor Lysis Syndrome,,,MESH:D015275,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Ureteral Neoplasms,,,MESH:D014516,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Urethral Neoplasms,,,MESH:D014523,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Urinary Bladder Neoplasms,,,MESH:D001749,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Urogenital Neoplasms,,,MESH:D014565,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Urologic Neoplasms,,,MESH:D014571,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Uterine Cervical Neoplasms,,,MESH:D002583,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Uterine Neoplasms,,,MESH:D014594,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Uveal Neoplasms,,,MESH:D014604,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Vaginal Neoplasms,,,MESH:D014625,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Vascular Calcification,,,MESH:D061205,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Vascular Diseases,,,MESH:D014652,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Vascular Malformations,,,MESH:D054079,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Vascular Remodeling,,,MESH:D066253,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Vascular System Injuries,,,MESH:D057772,CTD
CCDC6 - coiled-coil domain containing 6 (human),associated_with,Wilms Tumor,,,MESH:D009396,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Acidosis, Renal Tubular",,,MESH:D000141,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Acute erythroleukemia,,,marker/mechanism;MESH:C535673,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Acute Lung Injury,,,MESH:D055371,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Adenocarcinoma,,,MESH:D000230,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Adenocarcinoma of Lung,,,MESH:D000077192,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Adrenal Cortex Diseases,,,MESH:D000303,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Adrenal Gland Diseases,,,MESH:D000307,CTD
