PubChem_Literature_ID_(PCLID),PMCID,DOI,PMID_(All),DOI_(All),PubChem_Data_Source,Publication_Type,Title,Abstract,Publication_Name,Author(s),Author_Affiliation(s),Language,Subject,URL,Image_used_as_thumbnail,Keywords,Citation,PubChem_CID,PubChem_SID,PubChem_AID,PubChem_Concept_ID,PubChem_Protein,PubChem_Gene,PubChem_Taxonomy,PubChem_Target_Taxonomy,PubChem_Pathway,PubChem_Pathway,PubChem_Cell,cellaccs,PubChem_Disease,PubChem_Reference_SID,PMID,Publication_Date
775900487,,10.1007/s40278-025-82673-x,,10.1007/s40278-025-82673-x,Springer Nature,Journal Article,Dacarbazine/temozolomide,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-025-82673-x,,,Dacarbazine/temozolomide. Reactions Weekly. 2025 May 17;2059(1):117. doi: 10.1007/s40278-025-82673-x.,3385|5394|60953|3081361|9931954|25102847|129073603|134436906|135398738|135423438,341139390|341139549|341139697|341141709|341143076|341143133|341143400|341191031|438790727|438790728,,,,,,,,,,,,483927056|483927256|483927455|483927466|483927624|483927636|483927890|483928975|483929251|504687745,,20250517
38800716,PMC12067752,10.1186/s12957-025-03758-6,40350419,10.1186/s12957-025-03758-6,PubChem|Springer Nature,Journal Article|Case Reports,An uncommon site for papillary thyroid carcinoma metastasis: a case of breast involvement,"BACKGROUND: Papillary thyroid carcinoma (PTC) is a slow-growing neoplasm with an overall favorable prognosis, frequently disseminated via lymphatic channels in the cervical region. The occurrence of thyroid carcinoma metastasizing to the breast is infrequent, with the mechanism of dissemination remaining unclear. A 63-year-old female presented with a painful, progressive mass on the right breast upper outer quadrant for 3 months with bloody discharge from the nipple and cervical lymphadenopathy level 2-5 by axillary lymphadenopathy and shortness of breath. On examination, 8 cm ×6 cm, a well-defined lump was palpable on the right breast, with soft to firm consistency. The swelling was fixed to the underlying tissues. The patient had undergone a total thyroidectomy for papillary carcinoma 10 years back and another surgery for pre-sternal thyroid swelling 3 years back which was also papillary carcinoma. Fine needle aspiration cytology (FNAC) was inconclusive and a core cut biopsy from the breast was taken which was suggestive of papillary thyroid carcinoma. Henceforth a Positron emission tomography (PET) scan was done that showed increased fluorodeoxyglucose (FDG) uptake by the lesion, cervical and axillary lymph nodes. The patient was advised for radioactive iodine ablation and palliation. DISCUSSION: Papillary thyroid cancer (PTC) is the most common thyroid malignancy, often spreading via lymphatics. Regional metastasis to the neck is frequent, though metastasis outside the deep cervical chain is rare. Distant metastases occur in 1% of PTC patients mainly in the lungs and bones. The precise mechanisms enabling the spread of thyroid carcinoma to the breast remain insufficiently understood. A small subset of medullary thyroid carcinomas has been observed to display metastasis to the breast, which majorly disseminates by hematogenous route. Ours is a rare case of PTC showcasing metastasis to the breast. Proposed mechanisms encompass dissemination via intraoperative seeding and lymphatic routes. CONCLUSION: Metastasis of papillary thyroid carcinoma to the breast is very rare in the current body of literature; however, a small number of cases of medullary thyroid carcinomas in the breast have been identified, predominantly disseminated via the hematogenous route. Therefore, the identification of a mass in the breast may warrant consideration as a metastatic lesion in the setting of pre-existing thyroid carcinoma. Radioactive iodine ablation (RAI) and radiotherapy might be recommended for palliation.",World Journal of Surgical Oncology,"Lovenish Bains, Uday Kumar Katuri, Chaitanya Polisetty, Pawan Lal, Meeta Singh",,English,"Middle Aged; Carcinoma, Papillary*/secondary/surgery; Lymphatic Metastasis; Humans; Female; Fluorodeoxyglucose F18; Breast Neoplasms*/secondary/diagnostic imaging; Thyroidectomy; Prognosis; Positron-Emission Tomography; Thyroid Cancer, Papillary; Thyroid Neoplasms*/pathology/surgery; Medicine",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12067752,,"Breast metastasis, Lymph nodes, Metastasis, Papillary thyroid carcinoma (PTC)","Bains L, Katuri UK, Polisetty C, Lal P, Singh M. An uncommon site for papillary thyroid carcinoma metastasis: a case of breast involvement. World J Surg Oncol. 2025 May 11;23(1):181. PMID: 40350419; PMCID: PMC12067752.",5819|68614|170049|406563|450503|451195|9823820|53716604|129073603|134436906,341139439|341141089|341141818|341186753|438790727|438790728,,,,,,,,,,,,481107286|481107592|483927624|483928975|483929222,40350419,20250511
775110353,,10.1007/s40278-025-82479-1,,10.1007/s40278-025-82479-1,Springer Nature,Journal Article,Multiple drugs,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-025-82479-1,,,Multiple drugs. Reactions Weekly. 2025 May 10;2058(1):197. doi: 10.1007/s40278-025-82479-1.,4604|5386|36314|60750|60953|54679224|129073603,341139549|341139702|341139751|341141394|341143309|341143397|438790727,,,,,,,,,,,,481107436|483927056|483927624|504687614|505635666|505887226|516568056,,20250510
38771079,,10.1530/erc-24-0219,40331677,10.1530/erc-24-0219,PubChem,Journal Article|Systematic Review|Meta-Analysis,Efficacy and safety of RET-kinase inhibitors in RET-altered thyroid cancers: a systematic review and single-arm meta-analysis,"The RET proto-oncogene, which encodes a receptor tyrosine kinase, is an important factor in the pathogenesis of medullary and papillary thyroid cancers. Selpercatinib and pralsetinib, both specific RET-kinase inhibitors, are the only FDA-approved drugs for treating RET-altered thyroid cancer. We wanted to evaluate the safety and efficacy of selpercatinib and pralsetinib in RET-altered thyroid cancers. We searched the PubMed, Embase, Cochrane, and Clinicaltrials.gov databases for randomized controlled trials and observational studies published up to March 30, 2024, and included those that reported any of the desired endpoints. The primary endpoints were 1-year progression-free survival (PFS), objective response rate (ORR), and disease control rate (DCR). Quantitative analyses were performed using the R programming language. We included four studies with 560 patients, 510 with RET-mutant and 50 with RET-fusion thyroid cancer. The 1-year PFS was 84% (95% CI, 79–88, I 2 = 43%), ORR was 69% (95% CI, 65–73, I 2 = 0) and DCR was 93% (95% CI, 89–96, I 2 = 44%). Some important grade ≥3 adverse events were hypertension (16%; 95% CI, 11–22; I 2 = 43%), diarrhea (3%; 95% CI, 2–5; I 2 = 0), increased ALT (11%; 95% CI, 8–14; I 2 = 0) and increased AST (6%; 95% CI, 4–10; I 2 = 0). In conclusion, these findings suggest that selpercatinib and pralsetinib are efficacious and safe for use in patients with RET-altered thyroid cancer.",Endocrine-Related Cancer,"Israt Jahan Riya, Ifrat Jahan Piya, Jonathan N Priantti, Cha Len Lee, Lina Barman, Almunthir Altobi","Dhaka Medical College and Hospital, Dhaka, Bangladesh Department of Internal Medicine, School of Medicine, Federal University of Amazonas – UFAM, Manaus, Amazonas, Brazil Division of Medical Oncology and Hematology, Princess Margaret Cancer Center, University of Toronto, University Health Network, Ontario, Canada Department of Pharmacology, All India Institute of Medical Sciences New Delhi, New Delhi, Delhi, India Department of Life Sciences, European University, Nicosia, Cyprus",English,Humans; Protein Kinase Inhibitors*/therapeutic use/adverse effects; Pyrimidines*/therapeutic use/adverse effects; Proto-Oncogene Mas; Thyroid Neoplasms*/drug therapy/genetics; Proto-Oncogene Proteins c-ret*/genetics/antagonists & inhibitors; Pyridines/therapeutic use; Pyrazoles*/therapeutic use/adverse effects,https://pubmed.ncbi.nlm.nih.gov/40331677,,"RET-kinase inhibitors, pralsetinib, selpercatinib, targeted therapy, thyroid cancer","Riya IJ, Piya IJ, Priantti JN, Lee CL, Barman L, Altobi A. Efficacy and safety of RET-kinase inhibitors in RET-altered thyroid cancers: a systematic review and single-arm meta-analysis. 2025 May 07;32(6). doi: 10.1530/erc-24-0219.",581866|129073603|134436906,,,,,,,,,,,,,,40331677,20250507
774941768,,10.1007/s40278-025-81934-y,,10.1007/s40278-025-81934-y,Springer Nature,Journal Article,Pralsetinib-related known and new AE signals,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-025-81934-y,,,Pralsetinib-related known and new AE signals. Reactions Weekly. 2025 May 03;2057(1):11. doi: 10.1007/s40278-025-81934-y.,129073603,438790727,,,,,,,,,,,,483927624,,20250503
38728102,,10.1007/s11096-025-01917-z,40285824,10.1007/s11096-025-01917-z,Springer Nature,Journal Article,Post-marketing safety of pralsetinib: a real-world disproportionality analysis based on the FDA adverse event reporting system database,"BACKGROUND: Pralsetinib is a novel rearranged during transfection (RET) inhibitor that is approved for treating non-small cell lung cancer and thyroid cancer. Although clinical trials have established its efficacy, real-world data on its safety profile remain limited. AIM: This study aimed to analyze pralsetinib-related adverse events (AEs) reported in the Food and Drug Administration adverse event reporting system (FAERS) database to identify potential safety signals. METHOD: We conducted a retrospective pharmacovigilance analysis using FAERS database from Q3 2020 to Q2 2024. After deduplication, disproportionality analysis was performed using four algorithms: reporting odds ratio (ROR), proportional reporting ratio, Bayesian confidence propagation neural network, and empirical Bayes geometric mean. RESULTS: A total of 1064 pralsetinib-related reports were identified, encompassing 3608 AEs. The most common AEs were hypertension (n = 80), asthenia (n = 79), anemia (n = 65), white blood cell count decreased (n = 63), and constipation (n = 58). We also detected new and unexpected AE signals, including blood calcitonin increased (ROR: 853.54), myocardial necrosis marker increased (ROR: 201.79), cystitis bacterial (ROR: 134.84), fungal foot infection (ROR: 51.83), pulmonary tuberculosis (ROR: 39.5), and myocardial injury (ROR: 30.36). Additionally, hypertension was more prevalent among female patients (Female/Male = 53/19, ROR: 1.8 [1.06-3.05]) and olderpatients (≥ 65/ < 65 = 34/18, ROR: 1.8 [1.01-3.2]). CONCLUSION: Our study identified some known and new significant AE signals associated with pralsetinib, emphasizing the importance of continued pharmacovigilance. While the findings provide valuable insights for clinical practice, further validation through large-scale prospective studies is needed.",International Journal of Clinical Pharmacy,"Zheng Shi, Keda Shao, Ke Wang, Manyi Xu, Xiayao Yu, Chunwei Xu, Qin Li, Zhengbo Song",,English,"Product Surveillance, Postmarketing*/methods; Pyrazoles*/adverse effects; Middle Aged; United States/epidemiology; Antineoplastic Agents*/adverse effects; Pyridines; Male; Adult; Young Adult; Pharmacovigilance; United States Food and Drug Administration*; Aged, 80 and over; Drug-Related Side Effects and Adverse Reactions*/epidemiology/diagnosis; Medicine; Databases, Factual/trends; Humans; Adolescent; Pyrimidines; Aged; Adverse Drug Reaction Reporting Systems*/statistics & numerical data; Female; Retrospective Studies",https://pubmed.ncbi.nlm.nih.gov/40285824,,"Adverse events, Data mining, Disproportionality analysis, FAERS, Pralsetinib, Rearranged during transfection","Shi Z, Shao K, Wang K, Xu M, Yu X, Xu C, Li Q, Song Z. Post-marketing safety of pralsetinib: a real-world disproportionality analysis based on the FDA adverse event reporting system database. Int J Clin Pharm. 2025 Oct;47(5):1305–14. doi: 10.1007/s11096-025-01917-z. PMID: 40285824.",129073603,438790727,,,,,,,,,,,,483927624,40285824,20250426
38725096,PMC12122590,10.1007/s10147-025-02761-x,40281353,10.1007/s10147-025-02761-x,Springer Nature,Journal Article|Review,Genomic landscape of biliary tract cancer and corresponding targeted treatment strategies,"Abstract: Biliary tract cancers (BTCs) are classified on the basis of their anatomical origin, and the feasibility of surgical resection depends on the tumor location and extent of progression. However, for unresectable BTCs, systemic therapy has been uniformly applied. Gemcitabine and cisplatin (GC) therapy and GC-based therapies were established as the first-line standard BTC treatment. However, no highly effective second-line therapy has been established, and the prognosis remains poor, highlighting the need for further therapeutic advancements. Meanwhile, the era of precision medicine has expanded the use of genetic testing, leading to the identification of actionable molecular targets in BTC. Several targeted therapies, including FGFR inhibitors and IDH1 inhibitors, have been developed, offering new second-line treatment options and the potential for first-line use in appropriate cases. Notably, the frequency of these genetic alterations varies depending on the tumor location, demonstrating the molecular heterogeneity of BTC. Therefore, it has been recognized that a tailored treatment approach for each BTC patient may be more effective than uniform systemic therapy. Consequently, although routine genetic testing before initiating systemic treatment is currently limited by the medical environment (e.g., cost, accessibility, regional differences), it is recommended in ESMO guideline and might be increasingly advocated. However, BTC harbors a wide range of genetic alterations, and numerous targeted therapies are being developed accordingly. This review provides an overview of the reported genetic alterations in BTC, the frequencies of these alterations, and the corresponding targeted therapies, emphasizing the evolving role of precision medicine in BTC treatment.",International Journal of Clinical Oncology,"Daisaku Yamada, Shogo Kobayashi, Yuichiro Doki, Hidetoshi Eguchi",,English,Biliary Tract Neoplasms*/genetics/drug therapy/pathology; Humans; Genomics/methods; Molecular Targeted Therapy*/methods; Precision Medicine/methods; Medicine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12122590,,"Biliary tract cancer, Cancer genome testing, Target therapy","Yamada D, Kobayashi S, Doki Y, Eguchi H. Genomic landscape of biliary tract cancer and corresponding targeted treatment strategies. Int J Clin Oncol. 2025 Apr 25;30(6):1069–79. doi: 10.1007/s10147-025-02761-x.",5884|9999|30243|60750|176870|5330286|5702198|11167602|25141092|42611257|44462760|44631912|46188928|46220502|46834118|50992434|51038893|51039094|53235510|56649450|66558664|71621331|71657455|86705695|89683805|118955396|129073603|134436906,341139143|341139251|341139396|341139751|341141347|341142043|341142579|341142581|341142599|341142605|341152063|341188640|341188642|341198783|341199281|341200144|341200180|341412949|354340311|354344563|354348795|378125447|385793408|438790548|438790656|438790727|438790728|440075540,,,,,,,,,,,,481107139|481107437|481108036|483926262|483926601|483927039|483927344|483927348|483927445|483927624|483927702|483928026|483928135|483928197|483928261|483928292|483928326|483928383|483928441|483928565|483928604|483928975|483929040|500775466|516568056|518167544,40281353,20250425
38673943,PMC11994825,10.1038/s41392-025-02161-7,40223139,10.1038/s41392-025-02161-7,Springer Nature,Journal Article|Review,Oncogenic gene fusions in cancer: from biology to therapy,"Abstract: Oncogenic gene fusions occur across a broad range of cancers and are a defining feature of some cancer types. Cancers driven by gene fusion products tend to respond well to targeted therapies, where available; thus, detection of potentially targetable oncogenic fusions is necessary to select optimal treatment. Detection methods include non-sequencing methods, such as fluorescence in situ hybridization and immunohistochemistry, and sequencing methods, such as DNA- and RNA-based next-generation sequencing (NGS). While NGS is an efficient way to analyze multiple genes of interest at once, economic and technical factors may preclude its use in routine care globally, despite several guideline recommendations. The aim of this review is to present a summary of oncogenic gene fusions, with a focus on fusions that affect tyrosine kinase signaling, and to highlight the importance of testing for oncogenic fusions. We present an overview of the identification of oncogenic gene fusions and therapies approved for the treatment of cancers harboring gene fusions, and summarize data regarding treating fusion-positive cancers with no current targeted therapies and clinical studies of fusion-positive cancers. Although treatment options may be limited for patients with rare alterations, healthcare professionals should identify patients most likely to benefit from oncogenic gene fusion testing and initiate the appropriate targeted therapy to achieve optimal treatment outcomes.",Signal Transduction and Targeted Therapy,"Stephen V. Liu, Misako Nagasaka, Judith Atz, Flavio Solca, Leonhard Müllauer",,English,"Neoplasms*/genetics/therapy/pathology; Humans; Oncogene Proteins, Fusion*/genetics; High-Throughput Nucleotide Sequencing; Oncogene Fusion*/genetics; Gene Fusion; Medicine",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11994825,,,"Liu SV, Nagasaka M, Atz J, Solca F, Müllauer L. Oncogenic gene fusions in cancer: from biology to therapy. Signal Transduct Target Ther. 2025 Apr 14;10(1):111. PMID: 40223139; PMCID: PMC11994825.",5291|5789|5328940|10127622|10184653|11626560|24826799|25141092|46188928|53239799|57379345|67462786|68165256|71621331|86705695|129073603|134436906|135565923,341139539|341140980|341142624|341143313|341143321|341143344|341143361|341148277|341189488|341189492|341412949|354343703|354348795|378125447|438790353|438790548|438790727|438790728,,,,,,,,,,,,481101447|483927235|483927281|483927445|483927624|483927683|483927925|483928026|483928210|483928292|483928297|483928396|483928604|483928800|483928975|483929187|500822294|500833254,40223139,20250414
774015971,,10.1007/s40278-025-80967-y,,10.1007/s40278-025-80967-y,Springer Nature,Journal Article,Pralsetinib,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-025-80967-y,,,Pralsetinib. Reactions Weekly. 2025 Apr 12;2054(1):378. doi: 10.1007/s40278-025-80967-y.,5329|5578|36314|38904|65028|101526|149096|446598|5702198|129073603|129627691|135565230,341139114|341139396|341139595|341139681|341139702|341139746|341140610|341140647|341140650|341141400|375571226|438790727,,,,,,,,,,,,481107285|481107383|481107426|481107436|481107445|481107667|481107842|481108036|483925131|483927078|483927624|483927712,,20250412
38654974,,10.1007/s00428-025-04093-7,40214776,10.1007/s00428-025-04093-7,Springer Nature,Journal Article|Case Reports,A challenging case of enteric-type lung adenocarcinoma metastatic to the thyroid harboring RET-fusion diagnosed on fine-needle aspiration,"Enteric-type lung adenocarcinoma is a histological entity where the enteric component exceeds 50% and must show the expression of at least one immunohistochemical marker of enteric differentiation. The most common differential diagnosis is colorectal carcinoma. Molecular alterations less commonly observed in colorectal adenocarcinoma but more frequently associated with enteric-type lung adenocarcinoma can be helpful in differential diagnosis. In this report, we show a case of a thyroid lesion diagnosed on FNA as a metastasis from colorectal carcinoma and then recognized as a metastasis from enteric-type lung adenocarcinoma thanks to the identification of a RET-fusion through NGS testing. This is the first case of enteric-type lung adenocarcinoma with RET-fusion reported.",Virchows Archiv : an international journal of pathology,"Anna Maria Carillo, Caterina De Luca, Mariantonia Nacchio, Maria Salatiello, Pasquale Pisapia, Vincenzo Damiano, Elena Vigliar, Maria D’Armiento, Giancarlo Troncone, Claudio Bellevicine",,English,"Adenocarcinoma of Lung*/genetics/pathology/secondary; Humans; Biopsy, Fine-Needle; Proto-Oncogene Proteins c-ret*/genetics; Thyroid Neoplasms*/secondary/genetics; Male; Middle Aged; Lung Neoplasms*/pathology/genetics; Diagnosis, Differential; Biomarkers, Tumor*/genetics/analysis; Colorectal Neoplasms/pathology/genetics; Female; Adenocarcinoma*/genetics; Medicine; Aged",https://pubmed.ncbi.nlm.nih.gov/40214776,,"Enteric-type, FNA, Lung adenocarcinoma, Lung cytopathology, RET-fusion","Carillo AM, De Luca C, Nacchio M, Salatiello M, Pisapia P, Damiano V, Vigliar E, D'Armiento M, Troncone G, Bellevicine C. A challenging case of enteric-type lung adenocarcinoma metastatic to the thyroid harboring RET-fusion diagnosed on fine-needle aspiration. Virchows Arch. 2025 Dec;487(6):1433–8. doi: 10.1007/s00428-025-04093-7. PMID: 40214776.",9999|11048|320930|406563|3081361|9823820|25102847|53716604|129073603|134436906,341139251|341140406|341141089|341141818|341142828|341143076|341143133|341186753|438790727|438790728,,,,,,,,,,,,481107592|483927624|483927890|483928975|483929222|483929251|505779233|516566902,40214776,20250411
774051013,,10.1007/s40278-025-80457-9,,10.1007/s40278-025-80457-9,Springer Nature,Journal Article,Multiple drugs,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-025-80457-9,,,Multiple drugs. Reactions Weekly. 2025 Apr 05;2053(1):221. doi: 10.1007/s40278-025-80457-9.,222|36314|5280352|5702198|129073603|135565230,341138792|341138817|341139396|341139702|341139746|438790727,,,,,,,,,,,,481107436|481107445|481107951|481108036|483927624|505564074,,20250405
773344919,,10.1007/s40278-025-80192-y,,10.1007/s40278-025-80192-y,Springer Nature,Journal Article,Pralsetinib,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-025-80192-y,,,Pralsetinib. Reactions Weekly. 2025 Mar 29;2052(1):355. doi: 10.1007/s40278-025-80192-y.,129073603,438790727,,,,,,,,,,,,483927624,,20250329
38590199,PMC11937135,10.1007/s00408-025-00801-x,40133478,10.1007/s00408-025-00801-x,Springer Nature,Journal Article|Review,Update 2025: Management of Non‑Small-Cell Lung Cancer,"Abstract: Lung cancer remains the leading cause of cancer-related mortality worldwide. Since 2024, the non–small-cell lung cancer (NSCLC) landscape has undergone a transformative shift, driven by 11 FDA approvals. Recent advances in molecular profiling, targeted therapies, and immunotherapies have revolutionized NSCLC management, ushering in an era of personalized treatment with improved patient outcomes. The increased adoption of low-dose computed tomography (LDCT) for screening has enhanced early detection, enabling intervention at more curable stages. Molecular diagnostics now play a pivotal role in guiding treatment strategies, with actionable genomic alterations (AGAs) informing the use of EGFR, ALK, ROS1, KRAS, NRG1, and other targeted inhibitors in both early and advanced settings. For instance, targeted therapies are increasingly being integrated into early-stage management, with adjuvant osimertinib for EGFR -mutated NSCLC and alectinib for ALK -positive NSCLC demonstrating substantial survival benefits. Immunotherapy, particularly immune checkpoint inhibitors, has become a cornerstone of treatment for AGA-negative NSCLC, either as monotherapy or in combination with chemotherapy, and is increasingly being utilized in the perioperative setting. Furthermore, emerging therapies such as bispecific antibodies, antibody–drug conjugates (ADCs), and novel immunotherapeutic agents show promise in addressing resistance mechanisms and improving outcomes in advanced-stage disease. Although new challenges arise, the evolving NSCLC treatment paradigm continues to prioritize precision medicine, offering hope for prolonged survival and enhanced quality of life for patients.",Lung,"Hyein Jeon, Shuai Wang, Junmin Song, Harjot Gill, Haiying Cheng",,English,"Humans; Lung Neoplasms*/therapy/genetics/diagnosis/pathology; Carcinoma, Non-Small-Cell Lung*/therapy/genetics/diagnosis/pathology; Immunotherapy/methods; Medicine; Molecular Targeted Therapy; Immune Checkpoint Inhibitors/therapeutic use",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11937135,,"Actionable Genomic Alterations, Immunotherapy, Lung Cancer Management, NSCLC, Targeted Therapy","Jeon H, Wang S, Song J, Gill H, Cheng H. Update 2025: Management of Non‑Small-Cell Lung Cancer. Lung. 2025 Mar 25;203(1):53. PMID: 40133478; PMCID: PMC11937135.",36314|38904|123631|176870|10288191|11626560|25141092|25171648|46188928|50922675|53239799|56960363|68165256|71496458|71731823|121269225|129073603|134436906|135565230|135565923,341139681|341139702|341139746|341141347|341142653|341143321|341147833|341189488|341189492|341412949|341487865|354346251|354348795|354700360|375571330|375895803|378125454|438790353|438790727|438790728,,,,,,,,,,,,481107139|481107436|481107445|483927077|483927235|483927445|483927624|483927683|483927712|483928281|483928292|483928345|483928396|483928418|483928543|483928748|483928975|500780410|500822294|505794397,40133478,20250325
